Exposure_ID,Customer_ID,Campaign_ID,Campaign_Exposure,Campaign_Response
EXP12551,CUST12551,C003,No,Neutral
EXP12552,CUST12552,C002,No,Negative
EXP12553,CUST12553,C003,Yes,Positive
EXP12554,CUST12554,C001,Yes,Neutral
EXP12555,CUST12555,C003,No,Neutral
EXP12556,CUST12556,C001,No,Neutral
EXP12557,CUST12557,C004,No,Negative
EXP12558,CUST12558,C004,No,Neutral
EXP12559,CUST12559,C004,Yes,Negative
EXP12560,CUST12560,C005,Yes,Neutral
EXP12561,CUST12561,C003,Yes,Neutral
EXP12562,CUST12562,C002,Yes,Positive
EXP12563,CUST12563,C002,No,Negative
EXP12564,CUST12564,C003,No,Neutral
EXP12565,CUST12565,C001,No,Negative
EXP12566,CUST12566,C003,Yes,Positive
EXP12567,CUST12567,C001,Yes,Positive
EXP12568,CUST12568,C001,Yes,Positive
EXP12569,CUST12569,C005,Yes,Positive
EXP12570,CUST12570,C002,No,Positive
EXP12571,CUST12571,C002,Yes,Positive
EXP12572,CUST12572,C005,Yes,Neutral
EXP12573,CUST12573,C003,Yes,Neutral
EXP12574,CUST12574,C005,Yes,Negative
EXP12575,CUST12575,C004,Yes,Positive
EXP12576,CUST12576,C002,Yes,Positive
EXP12577,CUST12577,C003,Yes,Positive
EXP12578,CUST12578,C004,Yes,Negative
EXP12579,CUST12579,C002,Yes,Neutral
EXP12580,CUST12580,C003,Yes,Neutral
EXP12581,CUST12581,C002,Yes,Neutral
EXP12582,CUST12582,C001,Yes,Negative
EXP12583,CUST12583,C003,No,Neutral
EXP12584,CUST12584,C004,Yes,Positive
EXP12585,CUST12585,C002,Yes,Negative
EXP12586,CUST12586,C002,Yes,Positive
EXP12587,CUST12587,C003,Yes,Neutral
EXP12588,CUST12588,C002,No,Neutral
EXP12589,CUST12589,C005,No,Neutral
EXP12590,CUST12590,C001,No,Neutral
EXP12591,CUST12591,C004,Yes,Positive
EXP12592,CUST12592,C002,Yes,Neutral
EXP12593,CUST12593,C002,Yes,Positive
EXP12594,CUST12594,C005,Yes,Positive
EXP12595,CUST12595,C005,Yes,Negative
EXP12596,CUST12596,C005,No,Negative
EXP12597,CUST12597,C002,Yes,Positive
EXP12598,CUST12598,C001,Yes,Positive
EXP12599,CUST12599,C001,Yes,Neutral
EXP12600,CUST12600,C005,No,Negative
EXP12601,CUST12601,C004,Yes,Positive
EXP12602,CUST12602,C005,No,Positive
EXP12603,CUST12603,C003,Yes,Positive
EXP12604,CUST12604,C005,Yes,Neutral
EXP12605,CUST12605,C005,Yes,Positive
EXP12606,CUST12606,C002,Yes,Neutral
EXP12607,CUST12607,C002,Yes,Positive
EXP12608,CUST12608,C002,Yes,Positive
EXP12609,CUST12609,C003,Yes,Neutral
EXP12610,CUST12610,C004,Yes,Neutral
EXP12611,CUST12611,C001,Yes,Positive
EXP12612,CUST12612,C001,Yes,Positive
EXP12613,CUST12613,C005,Yes,Neutral
EXP12614,CUST12614,C002,No,Positive
EXP12615,CUST12615,C004,Yes,Positive
EXP12616,CUST12616,C004,Yes,Neutral
EXP12617,CUST12617,C002,No,Positive
EXP12618,CUST12618,C003,Yes,Neutral
EXP12619,CUST12619,C003,No,Neutral
EXP12620,CUST12620,C001,Yes,Neutral
EXP12621,CUST12621,C003,No,Negative
EXP12622,CUST12622,C002,Yes,Positive
EXP12623,CUST12623,C004,Yes,Negative
EXP12624,CUST12624,C005,Yes,Positive
EXP12625,CUST12625,C005,No,Negative
EXP12626,CUST12626,C005,No,Negative
EXP12627,CUST12627,C005,No,Negative
EXP12628,CUST12628,C005,Yes,Negative
EXP12629,CUST12629,C003,No,Neutral
EXP12630,CUST12630,C001,Yes,Negative
EXP12631,CUST12631,C003,Yes,Positive
EXP12632,CUST12632,C003,No,Positive
EXP12633,CUST12633,C001,Yes,Negative
EXP12634,CUST12634,C003,No,Negative
EXP12635,CUST12635,C002,Yes,Neutral
EXP12636,CUST12636,C004,Yes,Positive
EXP12637,CUST12637,C004,No,Positive
EXP12638,CUST12638,C002,Yes,Positive
EXP12639,CUST12639,C001,Yes,Positive
EXP12640,CUST12640,C004,No,Neutral
EXP12641,CUST12641,C002,Yes,Neutral
EXP12642,CUST12642,C004,Yes,Positive
EXP12643,CUST12643,C001,Yes,Neutral
EXP12644,CUST12644,C004,Yes,Positive
EXP12645,CUST12645,C001,Yes,Positive
EXP12646,CUST12646,C004,Yes,Positive
EXP12647,CUST12647,C004,No,Positive
EXP12648,CUST12648,C001,Yes,Neutral
EXP12649,CUST12649,C001,Yes,Positive
EXP12650,CUST12650,C004,Yes,Positive
EXP12651,CUST12651,C004,Yes,Positive
EXP12652,CUST12652,C001,Yes,Negative
EXP12653,CUST12653,C005,Yes,Positive
EXP12654,CUST12654,C005,Yes,Negative
EXP12655,CUST12655,C002,Yes,Positive
EXP12656,CUST12656,C002,No,Negative
EXP12657,CUST12657,C003,Yes,Positive
EXP12658,CUST12658,C001,Yes,Neutral
EXP12659,CUST12659,C005,Yes,Neutral
EXP12660,CUST12660,C002,Yes,Positive
EXP12661,CUST12661,C002,No,Positive
EXP12662,CUST12662,C001,Yes,Neutral
EXP12663,CUST12663,C003,Yes,Positive
EXP12664,CUST12664,C001,No,Neutral
EXP12665,CUST12665,C002,Yes,Neutral
EXP12666,CUST12666,C004,Yes,Positive
EXP12667,CUST12667,C004,Yes,Positive
EXP12668,CUST12668,C002,Yes,Negative
EXP12669,CUST12669,C002,No,Negative
EXP12670,CUST12670,C001,Yes,Neutral
EXP12671,CUST12671,C003,No,Neutral
EXP12672,CUST12672,C002,No,Negative
EXP12673,CUST12673,C001,Yes,Neutral
EXP12674,CUST12674,C005,No,Neutral
EXP12675,CUST12675,C004,No,Neutral
EXP12676,CUST12676,C003,Yes,Positive
EXP12677,CUST12677,C005,No,Negative
EXP12678,CUST12678,C002,Yes,Negative
EXP12679,CUST12679,C001,No,Negative
EXP12680,CUST12680,C002,Yes,Positive
EXP12681,CUST12681,C001,Yes,Positive
EXP12682,CUST12682,C005,Yes,Neutral
EXP12683,CUST12683,C003,Yes,Positive
EXP12684,CUST12684,C003,No,Positive
EXP12685,CUST12685,C004,Yes,Positive
EXP12686,CUST12686,C002,Yes,Negative
EXP12687,CUST12687,C002,No,Neutral
EXP12688,CUST12688,C001,Yes,Neutral
EXP12689,CUST12689,C001,No,Negative
EXP12690,CUST12690,C001,Yes,Neutral
EXP12691,CUST12691,C002,Yes,Negative
EXP12692,CUST12692,C005,No,Neutral
EXP12693,CUST12693,C002,Yes,Positive
EXP12694,CUST12694,C003,Yes,Neutral
EXP12695,CUST12695,C005,Yes,Neutral
EXP12696,CUST12696,C002,Yes,Negative
EXP12697,CUST12697,C005,No,Negative
EXP12698,CUST12698,C003,Yes,Negative
EXP12699,CUST12699,C003,Yes,Positive
EXP12700,CUST12700,C001,Yes,Negative
EXP12701,CUST12701,C002,No,Neutral
EXP12702,CUST12702,C005,No,Neutral
EXP12703,CUST12703,C004,No,Negative
EXP12704,CUST12704,C002,Yes,Positive
EXP12705,CUST12705,C004,Yes,Positive
EXP12706,CUST12706,C002,Yes,Positive
EXP12707,CUST12707,C002,Yes,Neutral
EXP12708,CUST12708,C003,Yes,Negative
EXP12709,CUST12709,C005,Yes,Neutral
EXP12710,CUST12710,C005,No,Neutral
EXP12711,CUST12711,C003,No,Positive
EXP12712,CUST12712,C003,No,Neutral
EXP12713,CUST12713,C004,Yes,Positive
EXP12714,CUST12714,C003,Yes,Neutral
EXP12715,CUST12715,C004,Yes,Positive
EXP12716,CUST12716,C005,Yes,Neutral
EXP12717,CUST12717,C004,No,Neutral
EXP12718,CUST12718,C004,Yes,Positive
EXP12719,CUST12719,C001,No,Negative
EXP12720,CUST12720,C003,Yes,Positive
EXP12721,CUST12721,C001,Yes,Neutral
EXP12722,CUST12722,C002,Yes,Positive
EXP12723,CUST12723,C005,No,Neutral
EXP12724,CUST12724,C002,Yes,Neutral
EXP12725,CUST12725,C001,Yes,Negative
EXP12726,CUST12726,C001,Yes,Negative
EXP12727,CUST12727,C005,No,Neutral
EXP12728,CUST12728,C004,Yes,Negative
EXP12729,CUST12729,C003,Yes,Negative
EXP12730,CUST12730,C001,Yes,Positive
EXP12731,CUST12731,C004,Yes,Neutral
EXP12732,CUST12732,C001,Yes,Positive
EXP12733,CUST12733,C005,No,Negative
EXP12734,CUST12734,C001,No,Neutral
EXP12735,CUST12735,C001,Yes,Negative
EXP12736,CUST12736,C001,Yes,Neutral
EXP12737,CUST12737,C003,No,Negative
EXP12738,CUST12738,C003,No,Neutral
EXP12739,CUST12739,C001,Yes,Neutral
EXP12740,CUST12740,C004,Yes,Positive
EXP12741,CUST12741,C004,Yes,Neutral
EXP12742,CUST12742,C001,Yes,Positive
EXP12743,CUST12743,C004,No,Negative
EXP12744,CUST12744,C005,Yes,Positive
EXP12745,CUST12745,C003,No,Neutral
EXP12746,CUST12746,C003,Yes,Neutral
EXP12747,CUST12747,C001,Yes,Positive
EXP12748,CUST12748,C004,No,Neutral
EXP12749,CUST12749,C001,Yes,Neutral
EXP12750,CUST12750,C004,Yes,Positive
EXP12751,CUST12751,C002,No,Negative
EXP12752,CUST12752,C004,Yes,Positive
EXP12753,CUST12753,C004,Yes,Positive
EXP12754,CUST12754,C002,Yes,Negative
EXP12755,CUST12755,C003,Yes,Positive
EXP12756,CUST12756,C002,Yes,Negative
EXP12757,CUST12757,C002,Yes,Positive
EXP12758,CUST12758,C003,No,Negative
EXP12759,CUST12759,C001,No,Neutral
EXP12760,CUST12760,C003,Yes,Positive
EXP12761,CUST12761,C002,No,Negative
EXP12762,CUST12762,C001,Yes,Positive
EXP12763,CUST12763,C005,Yes,Positive
EXP12764,CUST12764,C005,Yes,Positive
EXP12765,CUST12765,C002,Yes,Neutral
EXP12766,CUST12766,C003,No,Neutral
EXP12767,CUST12767,C004,Yes,Neutral
EXP12768,CUST12768,C003,No,Negative
EXP12769,CUST12769,C005,Yes,Neutral
EXP12770,CUST12770,C003,No,Neutral
EXP12771,CUST12771,C001,Yes,Neutral
EXP12772,CUST12772,C005,Yes,Positive
EXP12773,CUST12773,C001,Yes,Positive
EXP12774,CUST12774,C001,Yes,Positive
EXP12775,CUST12775,C003,No,Positive
EXP12776,CUST12776,C001,Yes,Positive
EXP12777,CUST12777,C005,Yes,Positive
EXP12778,CUST12778,C004,No,Neutral
EXP12779,CUST12779,C001,Yes,Neutral
EXP12780,CUST12780,C002,No,Negative
EXP12781,CUST12781,C001,Yes,Positive
EXP12782,CUST12782,C004,Yes,Positive
EXP12783,CUST12783,C001,Yes,Neutral
EXP12784,CUST12784,C005,No,Positive
EXP12785,CUST12785,C003,Yes,Negative
EXP12786,CUST12786,C001,No,Positive
EXP12787,CUST12787,C004,Yes,Positive
EXP12788,CUST12788,C003,Yes,Neutral
EXP12789,CUST12789,C004,No,Neutral
EXP12790,CUST12790,C001,No,Negative
EXP12791,CUST12791,C004,Yes,Positive
EXP12792,CUST12792,C001,No,Neutral
EXP12793,CUST12793,C002,Yes,Positive
EXP12794,CUST12794,C001,Yes,Neutral
EXP12795,CUST12795,C005,No,Negative
EXP12796,CUST12796,C001,Yes,Neutral
EXP12797,CUST12797,C003,No,Negative
EXP12798,CUST12798,C003,Yes,Negative
EXP12799,CUST12799,C004,No,Neutral
EXP12800,CUST12800,C005,Yes,Positive
EXP12801,CUST12801,C002,Yes,Positive
EXP12802,CUST12802,C002,Yes,Positive
EXP12803,CUST12803,C001,Yes,Positive
EXP12804,CUST12804,C003,Yes,Positive
EXP12805,CUST12805,C002,Yes,Neutral
EXP12806,CUST12806,C001,Yes,Neutral
EXP12807,CUST12807,C004,Yes,Neutral
EXP12808,CUST12808,C003,Yes,Positive
EXP12809,CUST12809,C002,Yes,Positive
EXP12810,CUST12810,C005,Yes,Positive
EXP12811,CUST12811,C001,No,Negative
EXP12812,CUST12812,C005,No,Negative
EXP12813,CUST12813,C001,No,Negative
EXP12814,CUST12814,C003,No,Positive
EXP12815,CUST12815,C004,Yes,Neutral
EXP12816,CUST12816,C005,No,Negative
EXP12817,CUST12817,C002,Yes,Negative
EXP12818,CUST12818,C003,No,Negative
EXP12819,CUST12819,C003,Yes,Positive
EXP12820,CUST12820,C001,Yes,Positive
EXP12821,CUST12821,C005,Yes,Negative
EXP12822,CUST12822,C001,No,Positive
EXP12823,CUST12823,C004,Yes,Positive
EXP12824,CUST12824,C002,Yes,Positive
EXP12825,CUST12825,C003,Yes,Positive
EXP12826,CUST12826,C002,Yes,Negative
EXP12827,CUST12827,C004,No,Neutral
EXP12828,CUST12828,C004,No,Neutral
EXP12829,CUST12829,C004,No,Positive
EXP12830,CUST12830,C005,No,Neutral
EXP12831,CUST12831,C005,No,Negative
EXP12832,CUST12832,C004,Yes,Negative
EXP12833,CUST12833,C001,Yes,Neutral
EXP12834,CUST12834,C005,No,Neutral
EXP12835,CUST12835,C001,Yes,Positive
EXP12836,CUST12836,C003,No,Positive
EXP12837,CUST12837,C005,Yes,Neutral
EXP12838,CUST12838,C004,No,Neutral
EXP12839,CUST12839,C004,No,Positive
EXP12840,CUST12840,C001,Yes,Positive
EXP12841,CUST12841,C005,Yes,Negative
EXP12842,CUST12842,C001,Yes,Negative
EXP12843,CUST12843,C003,Yes,Positive
EXP12844,CUST12844,C001,Yes,Positive
EXP12845,CUST12845,C001,No,Neutral
EXP12846,CUST12846,C005,No,Positive
EXP12847,CUST12847,C005,Yes,Neutral
EXP12848,CUST12848,C004,Yes,Positive
EXP12849,CUST12849,C001,Yes,Negative
EXP12850,CUST12850,C003,Yes,Positive
EXP12851,CUST12851,C005,Yes,Positive
EXP12852,CUST12852,C004,No,Neutral
EXP12853,CUST12853,C001,Yes,Positive
EXP12854,CUST12854,C005,Yes,Positive
EXP12855,CUST12855,C004,Yes,Positive
EXP12856,CUST12856,C004,Yes,Neutral
EXP12857,CUST12857,C004,Yes,Negative
EXP12858,CUST12858,C001,No,Negative
EXP12859,CUST12859,C001,No,Neutral
EXP12860,CUST12860,C001,No,Neutral
EXP12861,CUST12861,C005,Yes,Neutral
EXP12862,CUST12862,C005,Yes,Positive
EXP12863,CUST12863,C004,Yes,Neutral
EXP12864,CUST12864,C001,Yes,Positive
EXP12865,CUST12865,C002,No,Neutral
EXP12866,CUST12866,C002,Yes,Positive
EXP12867,CUST12867,C003,Yes,Neutral
EXP12868,CUST12868,C001,Yes,Positive
EXP12869,CUST12869,C003,No,Neutral
EXP12870,CUST12870,C003,No,Neutral
EXP12871,CUST12871,C001,Yes,Negative
EXP12872,CUST12872,C005,Yes,Neutral
EXP12873,CUST12873,C005,No,Negative
EXP12874,CUST12874,C001,Yes,Neutral
EXP12875,CUST12875,C005,Yes,Neutral
EXP12876,CUST12876,C001,Yes,Negative
EXP12877,CUST12877,C002,Yes,Neutral
EXP12878,CUST12878,C004,No,Neutral
EXP12879,CUST12879,C001,No,Neutral
EXP12880,CUST12880,C005,Yes,Neutral
EXP12881,CUST12881,C002,No,Negative
EXP12882,CUST12882,C005,No,Negative
EXP12883,CUST12883,C004,Yes,Positive
EXP12884,CUST12884,C002,Yes,Positive
EXP12885,CUST12885,C004,Yes,Neutral
EXP12886,CUST12886,C004,Yes,Positive
EXP12887,CUST12887,C004,Yes,Neutral
EXP12888,CUST12888,C001,Yes,Positive
EXP12889,CUST12889,C003,Yes,Neutral
EXP12890,CUST12890,C005,Yes,Negative
EXP12891,CUST12891,C001,No,Negative
EXP12892,CUST12892,C005,No,Negative
EXP12893,CUST12893,C001,Yes,Positive
EXP12894,CUST12894,C004,No,Neutral
EXP12895,CUST12895,C002,Yes,Negative
EXP12896,CUST12896,C002,Yes,Positive
EXP12897,CUST12897,C005,Yes,Neutral
EXP12898,CUST12898,C001,Yes,Negative
EXP12899,CUST12899,C004,Yes,Positive
EXP12900,CUST12900,C005,Yes,Neutral
EXP12901,CUST12901,C005,Yes,Negative
EXP12902,CUST12902,C003,Yes,Neutral
EXP12903,CUST12903,C001,Yes,Neutral
EXP12904,CUST12904,C001,Yes,Neutral
EXP12905,CUST12905,C001,Yes,Positive
EXP12906,CUST12906,C001,No,Neutral
EXP12907,CUST12907,C005,Yes,Negative
EXP12908,CUST12908,C002,Yes,Neutral
EXP12909,CUST12909,C001,No,Neutral
EXP12910,CUST12910,C005,Yes,Neutral
EXP12911,CUST12911,C005,No,Neutral
EXP12912,CUST12912,C005,No,Neutral
EXP12913,CUST12913,C004,No,Neutral
EXP12914,CUST12914,C005,Yes,Positive
EXP12915,CUST12915,C005,Yes,Positive
EXP12916,CUST12916,C005,No,Neutral
EXP12917,CUST12917,C002,Yes,Negative
EXP12918,CUST12918,C004,Yes,Neutral
EXP12919,CUST12919,C004,Yes,Neutral
EXP12920,CUST12920,C002,Yes,Negative
EXP12921,CUST12921,C003,Yes,Neutral
EXP12922,CUST12922,C001,Yes,Positive
EXP12923,CUST12923,C001,Yes,Neutral
EXP12924,CUST12924,C004,No,Negative
EXP12925,CUST12925,C004,Yes,Positive
EXP12926,CUST12926,C002,No,Negative
EXP12927,CUST12927,C001,Yes,Neutral
EXP12928,CUST12928,C003,Yes,Neutral
EXP12929,CUST12929,C001,Yes,Positive
EXP12930,CUST12930,C005,Yes,Negative
EXP12931,CUST12931,C003,No,Positive
EXP12932,CUST12932,C005,Yes,Negative
EXP12933,CUST12933,C004,Yes,Positive
EXP12934,CUST12934,C004,Yes,Positive
EXP12935,CUST12935,C003,No,Neutral
EXP12936,CUST12936,C005,Yes,Positive
EXP12937,CUST12937,C005,No,Neutral
EXP12938,CUST12938,C004,Yes,Negative
EXP12939,CUST12939,C002,Yes,Neutral
EXP12940,CUST12940,C005,Yes,Positive
EXP12941,CUST12941,C003,Yes,Positive
EXP12942,CUST12942,C004,Yes,Neutral
EXP12943,CUST12943,C005,No,Neutral
EXP12944,CUST12944,C003,Yes,Neutral
EXP12945,CUST12945,C001,Yes,Negative
EXP12946,CUST12946,C004,No,Neutral
EXP12947,CUST12947,C002,Yes,Positive
EXP12948,CUST12948,C005,No,Negative
EXP12949,CUST12949,C005,Yes,Negative
EXP12950,CUST12950,C003,Yes,Positive
EXP12951,CUST12951,C003,Yes,Positive
EXP12952,CUST12952,C005,Yes,Positive
EXP12953,CUST12953,C001,Yes,Positive
EXP12954,CUST12954,C003,Yes,Negative
EXP12955,CUST12955,C002,Yes,Neutral
EXP12956,CUST12956,C004,Yes,Neutral
EXP12957,CUST12957,C003,Yes,Positive
EXP12958,CUST12958,C001,Yes,Positive
EXP12959,CUST12959,C004,Yes,Positive
EXP12960,CUST12960,C005,Yes,Positive
EXP12961,CUST12961,C004,No,Positive
EXP12962,CUST12962,C002,Yes,Positive
EXP12963,CUST12963,C002,No,Neutral
EXP12964,CUST12964,C002,Yes,Positive
EXP12965,CUST12965,C005,Yes,Neutral
EXP12966,CUST12966,C002,No,Negative
EXP12967,CUST12967,C003,Yes,Positive
EXP12968,CUST12968,C005,Yes,Positive
EXP12969,CUST12969,C005,Yes,Negative
EXP12970,CUST12970,C005,No,Neutral
EXP12971,CUST12971,C003,Yes,Positive
EXP12972,CUST12972,C005,Yes,Positive
EXP12973,CUST12973,C002,No,Negative
EXP12974,CUST12974,C005,Yes,Neutral
EXP12975,CUST12975,C003,Yes,Positive
EXP12976,CUST12976,C003,Yes,Positive
EXP12977,CUST12977,C002,Yes,Neutral
EXP12978,CUST12978,C002,Yes,Positive
EXP12979,CUST12979,C003,Yes,Positive
EXP12980,CUST12980,C004,No,Neutral
EXP12981,CUST12981,C005,Yes,Negative
EXP12982,CUST12982,C005,Yes,Positive
EXP12983,CUST12983,C003,Yes,Neutral
EXP12984,CUST12984,C004,Yes,Positive
EXP12985,CUST12985,C003,Yes,Neutral
EXP12986,CUST12986,C001,No,Neutral
EXP12987,CUST12987,C001,Yes,Neutral
EXP12988,CUST12988,C001,No,Positive
EXP12989,CUST12989,C001,Yes,Positive
EXP12990,CUST12990,C005,Yes,Negative
EXP12991,CUST12991,C003,Yes,Neutral
EXP12992,CUST12992,C004,Yes,Positive
EXP12993,CUST12993,C002,Yes,Negative
EXP12994,CUST12994,C005,No,Neutral
EXP12995,CUST12995,C002,Yes,Neutral
EXP12996,CUST12996,C004,Yes,Neutral
EXP12997,CUST12997,C001,Yes,Positive
EXP12998,CUST12998,C005,No,Negative
EXP12999,CUST12999,C005,Yes,Positive
EXP13000,CUST13000,C004,No,Negative
EXP13001,CUST13001,C003,No,Neutral
EXP13002,CUST13002,C005,Yes,Positive
EXP13003,CUST13003,C002,No,Neutral
EXP13004,CUST13004,C005,Yes,Positive
EXP13005,CUST13005,C002,No,Neutral
EXP13006,CUST13006,C003,Yes,Positive
EXP13007,CUST13007,C003,Yes,Positive
EXP13008,CUST13008,C004,Yes,Positive
EXP13009,CUST13009,C005,No,Neutral
EXP13010,CUST13010,C001,No,Neutral
EXP13011,CUST13011,C003,Yes,Neutral
EXP13012,CUST13012,C004,Yes,Positive
EXP13013,CUST13013,C004,No,Positive
EXP13014,CUST13014,C004,Yes,Positive
EXP13015,CUST13015,C002,Yes,Positive
EXP13016,CUST13016,C003,Yes,Positive
EXP13017,CUST13017,C005,Yes,Positive
EXP13018,CUST13018,C005,No,Negative
EXP13019,CUST13019,C005,No,Neutral
EXP13020,CUST13020,C004,Yes,Positive
EXP13021,CUST13021,C003,Yes,Neutral
EXP13022,CUST13022,C005,Yes,Neutral
EXP13023,CUST13023,C003,Yes,Neutral
EXP13024,CUST13024,C002,Yes,Negative
EXP13025,CUST13025,C001,Yes,Positive
EXP13026,CUST13026,C005,No,Positive
EXP13027,CUST13027,C001,Yes,Neutral
EXP13028,CUST13028,C001,No,Neutral
EXP13029,CUST13029,C004,Yes,Positive
EXP13030,CUST13030,C001,No,Negative
EXP13031,CUST13031,C002,Yes,Positive
EXP13032,CUST13032,C005,Yes,Positive
EXP13033,CUST13033,C003,Yes,Negative
EXP13034,CUST13034,C002,Yes,Positive
EXP13035,CUST13035,C001,No,Neutral
EXP13036,CUST13036,C003,Yes,Negative
EXP13037,CUST13037,C003,Yes,Positive
EXP13038,CUST13038,C003,Yes,Positive
EXP13039,CUST13039,C005,Yes,Neutral
EXP13040,CUST13040,C001,No,Neutral
EXP13041,CUST13041,C002,Yes,Positive
EXP13042,CUST13042,C003,Yes,Positive
EXP13043,CUST13043,C005,Yes,Neutral
EXP13044,CUST13044,C001,Yes,Neutral
EXP13045,CUST13045,C001,Yes,Positive
EXP13046,CUST13046,C002,Yes,Negative
EXP13047,CUST13047,C004,Yes,Neutral
EXP13048,CUST13048,C004,Yes,Negative
EXP13049,CUST13049,C003,Yes,Positive
EXP13050,CUST13050,C002,No,Neutral
EXP13051,CUST13051,C002,Yes,Negative
EXP13052,CUST13052,C001,Yes,Positive
EXP13053,CUST13053,C001,Yes,Positive
EXP13054,CUST13054,C005,No,Positive
EXP13055,CUST13055,C003,Yes,Positive
EXP13056,CUST13056,C003,Yes,Positive
EXP13057,CUST13057,C005,Yes,Negative
EXP13058,CUST13058,C001,Yes,Positive
EXP13059,CUST13059,C005,No,Neutral
EXP13060,CUST13060,C005,No,Neutral
EXP13061,CUST13061,C002,Yes,Negative
EXP13062,CUST13062,C003,Yes,Positive
EXP13063,CUST13063,C002,Yes,Positive
EXP13064,CUST13064,C004,Yes,Positive
EXP13065,CUST13065,C003,Yes,Negative
EXP13066,CUST13066,C005,Yes,Negative
EXP13067,CUST13067,C003,No,Neutral
EXP13068,CUST13068,C003,Yes,Positive
EXP13069,CUST13069,C003,No,Negative
EXP13070,CUST13070,C002,No,Neutral
EXP13071,CUST13071,C004,Yes,Neutral
EXP13072,CUST13072,C003,Yes,Positive
EXP13073,CUST13073,C004,Yes,Neutral
EXP13074,CUST13074,C004,Yes,Positive
EXP13075,CUST13075,C005,Yes,Positive
EXP13076,CUST13076,C003,Yes,Negative
EXP13077,CUST13077,C002,No,Positive
EXP13078,CUST13078,C003,Yes,Neutral
EXP13079,CUST13079,C005,Yes,Neutral
EXP13080,CUST13080,C002,Yes,Negative
EXP13081,CUST13081,C003,Yes,Negative
EXP13082,CUST13082,C003,Yes,Neutral
EXP13083,CUST13083,C002,No,Neutral
EXP13084,CUST13084,C001,Yes,Neutral
EXP13085,CUST13085,C003,Yes,Positive
EXP13086,CUST13086,C005,Yes,Negative
EXP13087,CUST13087,C001,Yes,Neutral
EXP13088,CUST13088,C002,Yes,Positive
EXP13089,CUST13089,C003,Yes,Negative
EXP13090,CUST13090,C001,Yes,Negative
EXP13091,CUST13091,C003,Yes,Positive
EXP13092,CUST13092,C003,Yes,Neutral
EXP13093,CUST13093,C001,Yes,Neutral
EXP13094,CUST13094,C005,No,Negative
EXP13095,CUST13095,C004,Yes,Positive
EXP13096,CUST13096,C001,Yes,Neutral
EXP13097,CUST13097,C002,Yes,Positive
EXP13098,CUST13098,C004,Yes,Positive
EXP13099,CUST13099,C002,Yes,Positive
EXP13100,CUST13100,C003,Yes,Positive
EXP13101,CUST13101,C004,Yes,Positive
EXP13102,CUST13102,C005,Yes,Positive
EXP13103,CUST13103,C004,Yes,Positive
EXP13104,CUST13104,C005,Yes,Positive
EXP13105,CUST13105,C003,No,Neutral
EXP13106,CUST13106,C002,Yes,Neutral
EXP13107,CUST13107,C001,Yes,Negative
EXP13108,CUST13108,C002,No,Neutral
EXP13109,CUST13109,C001,Yes,Positive
EXP13110,CUST13110,C002,Yes,Positive
EXP13111,CUST13111,C002,No,Positive
EXP13112,CUST13112,C003,Yes,Neutral
EXP13113,CUST13113,C003,No,Negative
EXP13114,CUST13114,C005,No,Positive
EXP13115,CUST13115,C001,Yes,Positive
EXP13116,CUST13116,C003,No,Negative
EXP13117,CUST13117,C001,Yes,Positive
EXP13118,CUST13118,C001,Yes,Positive
EXP13119,CUST13119,C004,Yes,Positive
EXP13120,CUST13120,C001,Yes,Positive
EXP13121,CUST13121,C003,Yes,Positive
EXP13122,CUST13122,C002,Yes,Neutral
EXP13123,CUST13123,C005,Yes,Positive
EXP13124,CUST13124,C003,Yes,Neutral
EXP13125,CUST13125,C005,No,Negative
EXP13126,CUST13126,C005,Yes,Neutral
EXP13127,CUST13127,C002,Yes,Positive
EXP13128,CUST13128,C005,Yes,Positive
EXP13129,CUST13129,C002,Yes,Positive
EXP13130,CUST13130,C003,Yes,Negative
EXP13131,CUST13131,C003,Yes,Negative
EXP13132,CUST13132,C003,Yes,Positive
EXP13133,CUST13133,C003,No,Neutral
EXP13134,CUST13134,C002,Yes,Negative
EXP13135,CUST13135,C005,Yes,Neutral
EXP13136,CUST13136,C005,No,Negative
EXP13137,CUST13137,C001,Yes,Positive
EXP13138,CUST13138,C001,Yes,Negative
EXP13139,CUST13139,C005,Yes,Negative
EXP13140,CUST13140,C004,Yes,Positive
EXP13141,CUST13141,C001,Yes,Positive
EXP13142,CUST13142,C003,Yes,Neutral
EXP13143,CUST13143,C002,Yes,Neutral
EXP13144,CUST13144,C004,Yes,Positive
EXP13145,CUST13145,C004,Yes,Positive
EXP13146,CUST13146,C003,Yes,Negative
EXP13147,CUST13147,C005,Yes,Positive
EXP13148,CUST13148,C001,No,Negative
EXP13149,CUST13149,C005,Yes,Negative
EXP13150,CUST13150,C005,Yes,Positive
EXP13151,CUST13151,C001,Yes,Positive
EXP13152,CUST13152,C004,No,Neutral
EXP13153,CUST13153,C003,No,Negative
EXP13154,CUST13154,C002,No,Neutral
EXP13155,CUST13155,C001,Yes,Negative
EXP13156,CUST13156,C002,Yes,Positive
EXP13157,CUST13157,C002,No,Negative
EXP13158,CUST13158,C004,Yes,Positive
EXP13159,CUST13159,C004,No,Positive
EXP13160,CUST13160,C005,No,Neutral
EXP13161,CUST13161,C002,No,Neutral
EXP13162,CUST13162,C003,No,Neutral
EXP13163,CUST13163,C005,Yes,Neutral
