Survey_ID,Customer_ID,Survey_Date,Brand_Awareness,Brand_Recall,Brand_Preference,Product_Quality,Service_Quality,Value_for_Money,Customer_Satisfaction,Recommend_Brand,Purchase_Intent
SURV11346,CUST11346,2025-08-13,Yes,NovaMart,MegaMart,4,5,4,4,8,High
SURV11347,CUST11347,2025-05-03,Yes,ShopEase,UrbanCart,4,4,3,4,9,High
SURV11348,CUST11348,2025-01-15,No,UrbanCart,UrbanCart,4,4,3,4,7,High
SURV11349,CUST11349,2025-04-15,Yes,ValueHub,UrbanCart,1,1,1,1,1,Very Low
SURV11350,CUST11350,2025-05-13,Yes,ValueHub,MegaMart,4,3,3,3,5,Medium
SURV11351,CUST11351,2025-03-27,Yes,UrbanCart,MegaMart,4,4,4,4,9,High
SURV11352,CUST11352,2025-04-28,Yes,NovaMart,ShopEase,4,3,3,3,5,Medium
SURV11353,CUST11353,2025-01-21,Yes,MegaMart,UrbanCart,4,3,2,3,6,Medium
SURV11354,CUST11354,2025-07-03,No,UrbanCart,ValueHub,3,2,1,2,3,Low
SURV11355,CUST11355,2025-05-25,Yes,MegaMart,ValueHub,4,3,4,4,8,High
SURV11356,CUST11356,2025-01-30,Yes,ShopEase,ValueHub,3,2,2,2,3,Low
SURV11357,CUST11357,2025-07-09,Yes,MegaMart,UrbanCart,3,3,2,3,5,Medium
SURV11358,CUST11358,2025-07-31,Yes,NovaMart,MegaMart,2,1,1,1,3,Very Low
SURV11359,CUST11359,2025-11-12,No,MegaMart,ValueHub,4,3,3,3,5,Medium
SURV11360,CUST11360,2025-01-15,Yes,NovaMart,ValueHub,3,3,3,3,6,Medium
SURV11361,CUST11361,2025-04-19,Yes,NovaMart,ShopEase,4,3,3,3,6,Medium
SURV11362,CUST11362,2025-07-08,No,MegaMart,NovaMart,2,2,1,2,3,Low
SURV11363,CUST11363,2025-03-25,No,ValueHub,MegaMart,4,4,3,4,8,High
SURV11364,CUST11364,2025-05-19,Yes,ValueHub,ShopEase,3,3,1,2,5,Low
SURV11365,CUST11365,2025-02-26,Yes,ValueHub,NovaMart,2,1,2,2,3,Low
SURV11366,CUST11366,2025-11-12,Yes,UrbanCart,MegaMart,4,3,3,3,7,Medium
SURV11367,CUST11367,2025-11-03,Yes,MegaMart,ShopEase,2,1,1,1,1,Very Low
SURV11368,CUST11368,2025-12-30,Yes,MegaMart,UrbanCart,4,2,4,3,5,Medium
SURV11369,CUST11369,2025-06-06,No,ValueHub,ShopEase,4,4,2,3,6,Medium
SURV11370,CUST11370,2025-04-09,Yes,MegaMart,MegaMart,4,5,4,4,9,High
SURV11371,CUST11371,2025-06-05,Yes,ValueHub,NovaMart,4,4,3,4,9,High
SURV11372,CUST11372,2025-09-04,Yes,MegaMart,ShopEase,3,2,2,2,3,Low
SURV11373,CUST11373,2025-05-26,Yes,UrbanCart,ValueHub,4,4,3,4,7,High
SURV11374,CUST11374,2025-11-15,Yes,ValueHub,ValueHub,3,2,3,3,7,Medium
SURV11375,CUST11375,2025-12-27,Yes,MegaMart,ValueHub,3,2,3,3,6,Medium
SURV11376,CUST11376,2025-07-13,Yes,NovaMart,UrbanCart,3,1,1,2,4,Low
SURV11377,CUST11377,2025-07-10,Yes,MegaMart,ShopEase,5,4,5,5,9,Very High
SURV11378,CUST11378,2025-02-16,Yes,ShopEase,UrbanCart,4,5,4,4,8,High
SURV11379,CUST11379,2025-05-06,Yes,ShopEase,ShopEase,4,3,2,3,6,Medium
SURV11380,CUST11380,2025-08-28,Yes,ValueHub,UrbanCart,4,5,5,5,9,Very High
SURV11381,CUST11381,2025-04-05,Yes,ValueHub,UrbanCart,3,2,3,3,6,Medium
SURV11382,CUST11382,2025-05-01,Yes,ValueHub,ShopEase,3,3,3,3,7,Medium
SURV11383,CUST11383,2025-09-02,Yes,ValueHub,UrbanCart,2,2,2,2,3,Low
SURV11384,CUST11384,2025-10-27,Yes,ShopEase,MegaMart,4,3,2,3,6,Medium
SURV11385,CUST11385,2025-07-22,Yes,MegaMart,MegaMart,5,5,5,5,9,Very High
SURV11386,CUST11386,2025-03-21,Yes,NovaMart,MegaMart,1,1,1,1,1,Very Low
SURV11387,CUST11387,2025-12-21,Yes,NovaMart,UrbanCart,4,3,3,3,7,Medium
SURV11388,CUST11388,2025-06-17,No,MegaMart,UrbanCart,2,2,2,2,4,Low
SURV11389,CUST11389,2025-07-24,No,ShopEase,MegaMart,3,4,4,4,7,High
SURV11390,CUST11390,2025-11-16,No,MegaMart,NovaMart,2,1,2,2,5,Low
SURV11391,CUST11391,2025-07-29,Yes,ShopEase,NovaMart,3,3,2,3,7,Medium
SURV11392,CUST11392,2025-11-09,Yes,ShopEase,MegaMart,3,2,1,2,3,Low
SURV11393,CUST11393,2025-06-29,Yes,ShopEase,MegaMart,2,1,1,1,2,Very Low
SURV11394,CUST11394,2025-02-08,Yes,NovaMart,MegaMart,3,1,1,2,4,Low
SURV11395,CUST11395,2025-04-24,Yes,MegaMart,ValueHub,2,3,3,3,6,Medium
SURV11396,CUST11396,2025-04-18,Yes,ShopEase,NovaMart,3,3,3,3,5,Medium
SURV11397,CUST11397,2025-04-01,Yes,ShopEase,ShopEase,3,4,5,4,9,High
SURV11398,CUST11398,2025-12-15,Yes,UrbanCart,NovaMart,3,1,2,2,3,Low
SURV11399,CUST11399,2025-06-19,Yes,ValueHub,MegaMart,3,4,1,3,7,Medium
SURV11400,CUST11400,2025-10-14,No,NovaMart,MegaMart,2,1,1,1,1,Very Low
SURV11401,CUST11401,2025-05-30,Yes,MegaMart,ShopEase,3,3,3,3,6,Medium
SURV11402,CUST11402,2025-12-05,Yes,MegaMart,ShopEase,3,1,2,2,4,Low
SURV11403,CUST11403,2025-01-06,No,ValueHub,UrbanCart,4,4,4,4,7,High
SURV11404,CUST11404,2025-10-10,No,MegaMart,ShopEase,3,4,4,4,9,High
SURV11405,CUST11405,2025-05-07,Yes,ShopEase,ValueHub,2,2,1,2,4,Low
SURV11406,CUST11406,2025-03-05,Yes,MegaMart,NovaMart,2,1,2,2,4,Low
SURV11407,CUST11407,2025-07-24,Yes,ValueHub,ValueHub,5,5,3,4,8,High
SURV11408,CUST11408,2025-05-17,Yes,NovaMart,ShopEase,3,3,2,3,7,Medium
SURV11409,CUST11409,2025-10-05,Yes,NovaMart,MegaMart,4,4,3,4,7,High
SURV11410,CUST11410,2025-09-22,Yes,ShopEase,ValueHub,4,3,4,4,7,High
SURV11411,CUST11411,2025-07-06,Yes,ShopEase,MegaMart,1,2,1,1,3,Very Low
SURV11412,CUST11412,2025-05-18,Yes,ValueHub,NovaMart,5,5,5,5,10,Very High
SURV11413,CUST11413,2025-07-17,Yes,NovaMart,ShopEase,4,3,4,4,9,High
SURV11414,CUST11414,2025-04-08,Yes,UrbanCart,ValueHub,4,4,3,4,9,High
SURV11415,CUST11415,2025-06-22,No,MegaMart,UrbanCart,2,1,2,2,3,Low
SURV11416,CUST11416,2025-03-22,Yes,MegaMart,ShopEase,2,2,2,2,5,Low
SURV11417,CUST11417,2025-04-08,Yes,MegaMart,ShopEase,3,3,3,3,5,Medium
SURV11418,CUST11418,2025-02-26,Yes,ShopEase,ShopEase,3,2,1,2,4,Low
SURV11419,CUST11419,2025-06-29,No,ShopEase,MegaMart,3,2,3,3,7,Medium
SURV11420,CUST11420,2025-09-13,Yes,NovaMart,UrbanCart,4,4,4,4,9,High
SURV11421,CUST11421,2025-01-05,Yes,MegaMart,NovaMart,3,2,3,3,7,Medium
SURV11422,CUST11422,2025-05-23,Yes,MegaMart,UrbanCart,4,2,3,3,6,Medium
SURV11423,CUST11423,2025-01-29,No,ShopEase,ShopEase,4,3,4,4,8,High
SURV11424,CUST11424,2025-01-17,Yes,ShopEase,MegaMart,4,1,3,3,6,Medium
SURV11425,CUST11425,2025-06-18,Yes,NovaMart,MegaMart,1,1,1,1,2,Very Low
SURV11426,CUST11426,2025-05-21,Yes,ShopEase,MegaMart,4,5,4,4,7,High
SURV11427,CUST11427,2025-04-30,Yes,UrbanCart,ShopEase,5,4,4,4,9,High
SURV11428,CUST11428,2025-01-03,No,NovaMart,MegaMart,1,1,1,1,3,Very Low
SURV11429,CUST11429,2025-08-24,Yes,MegaMart,NovaMart,4,5,4,4,9,High
SURV11430,CUST11430,2025-01-13,Yes,ValueHub,ShopEase,3,3,3,3,5,Medium
SURV11431,CUST11431,2025-11-25,Yes,ShopEase,UrbanCart,4,4,4,4,7,High
SURV11432,CUST11432,2025-03-23,Yes,ValueHub,MegaMart,2,1,1,1,2,Very Low
SURV11433,CUST11433,2025-11-07,Yes,NovaMart,MegaMart,2,1,1,1,2,Very Low
SURV11434,CUST11434,2025-05-23,Yes,ValueHub,ShopEase,3,3,3,3,7,Medium
SURV11435,CUST11435,2025-07-14,Yes,UrbanCart,UrbanCart,2,1,1,1,3,Very Low
SURV11436,CUST11436,2025-01-02,Yes,UrbanCart,NovaMart,3,3,3,3,7,Medium
SURV11437,CUST11437,2025-09-24,Yes,ShopEase,ShopEase,3,3,2,3,7,Medium
SURV11438,CUST11438,2025-03-18,Yes,ValueHub,ValueHub,3,4,3,3,7,Medium
SURV11439,CUST11439,2025-12-23,Yes,NovaMart,UrbanCart,3,3,4,3,6,Medium
SURV11440,CUST11440,2025-06-06,Yes,MegaMart,ShopEase,4,3,3,3,6,Medium
SURV11441,CUST11441,2025-03-22,Yes,ShopEase,ValueHub,5,5,5,5,10,Very High
SURV11442,CUST11442,2025-11-16,Yes,ValueHub,MegaMart,3,2,1,2,4,Low
SURV11443,CUST11443,2025-10-21,No,UrbanCart,MegaMart,4,2,2,3,6,Medium
SURV11444,CUST11444,2025-08-20,Yes,ShopEase,ShopEase,4,4,2,3,7,Medium
SURV11445,CUST11445,2025-03-31,Yes,MegaMart,ShopEase,5,5,5,5,10,Very High
SURV11446,CUST11446,2025-06-15,Yes,MegaMart,ValueHub,3,2,1,2,5,Low
SURV11447,CUST11447,2025-03-05,Yes,MegaMart,ValueHub,3,3,2,3,7,Medium
SURV11448,CUST11448,2025-06-23,Yes,MegaMart,ShopEase,4,4,3,4,8,High
SURV11449,CUST11449,2025-01-20,Yes,NovaMart,UrbanCart,5,5,4,5,10,Very High
SURV11450,CUST11450,2025-03-06,Yes,MegaMart,ShopEase,3,2,2,2,3,Low
SURV11451,CUST11451,2025-06-23,Yes,NovaMart,UrbanCart,4,3,3,3,7,Medium
SURV11452,CUST11452,2025-10-19,Yes,MegaMart,ShopEase,2,1,1,1,2,Very Low
SURV11453,CUST11453,2025-06-16,Yes,NovaMart,UrbanCart,2,2,1,2,4,Low
SURV11454,CUST11454,2025-07-27,Yes,ValueHub,UrbanCart,4,3,3,3,6,Medium
SURV11455,CUST11455,2025-07-02,Yes,NovaMart,NovaMart,3,2,3,3,6,Medium
SURV11456,CUST11456,2025-06-08,Yes,NovaMart,UrbanCart,2,1,1,1,2,Very Low
SURV11457,CUST11457,2025-08-29,Yes,ShopEase,NovaMart,3,2,1,2,5,Low
SURV11458,CUST11458,2025-02-13,Yes,ShopEase,ValueHub,2,1,1,1,2,Very Low
SURV11459,CUST11459,2025-03-21,Yes,MegaMart,ShopEase,4,4,4,4,8,High
SURV11460,CUST11460,2025-03-08,Yes,ValueHub,MegaMart,3,3,3,3,7,Medium
SURV11461,CUST11461,2025-10-30,Yes,NovaMart,UrbanCart,3,2,2,2,4,Low
SURV11462,CUST11462,2025-02-02,Yes,NovaMart,NovaMart,3,3,3,3,5,Medium
SURV11463,CUST11463,2025-01-22,No,NovaMart,ValueHub,4,3,1,3,5,Medium
SURV11464,CUST11464,2025-06-03,Yes,ValueHub,UrbanCart,2,2,2,2,4,Low
SURV11465,CUST11465,2025-12-05,Yes,ValueHub,UrbanCart,3,3,1,2,5,Low
SURV11466,CUST11466,2025-01-28,Yes,ShopEase,UrbanCart,4,4,2,3,7,Medium
SURV11467,CUST11467,2025-02-01,Yes,MegaMart,ValueHub,3,1,2,2,5,Low
SURV11468,CUST11468,2025-07-26,Yes,ValueHub,ShopEase,4,5,5,5,10,Very High
SURV11469,CUST11469,2025-09-26,Yes,NovaMart,ShopEase,3,3,2,3,7,Medium
SURV11470,CUST11470,2025-09-11,Yes,NovaMart,ValueHub,4,4,5,4,8,High
SURV11471,CUST11471,2025-07-08,Yes,MegaMart,MegaMart,2,1,1,1,2,Very Low
SURV11472,CUST11472,2025-06-09,No,UrbanCart,ShopEase,4,3,3,3,7,Medium
SURV11473,CUST11473,2025-09-29,Yes,NovaMart,UrbanCart,5,4,4,4,7,High
SURV11474,CUST11474,2025-10-05,Yes,NovaMart,ValueHub,3,2,3,3,7,Medium
SURV11475,CUST11475,2025-02-23,No,MegaMart,ValueHub,3,3,3,3,5,Medium
SURV11476,CUST11476,2025-11-24,Yes,UrbanCart,UrbanCart,3,2,3,3,5,Medium
SURV11477,CUST11477,2025-10-29,Yes,NovaMart,MegaMart,5,4,3,4,9,High
SURV11478,CUST11478,2025-09-04,Yes,ValueHub,UrbanCart,3,2,2,2,3,Low
SURV11479,CUST11479,2025-10-14,Yes,MegaMart,ShopEase,2,1,1,1,3,Very Low
SURV11480,CUST11480,2025-12-07,Yes,ShopEase,NovaMart,5,5,5,5,10,Very High
SURV11481,CUST11481,2025-01-04,Yes,ValueHub,ValueHub,4,4,4,4,8,High
SURV11482,CUST11482,2025-01-26,Yes,ShopEase,NovaMart,2,1,1,1,1,Very Low
SURV11483,CUST11483,2025-09-21,Yes,MegaMart,ValueHub,4,4,4,4,7,High
SURV11484,CUST11484,2025-11-05,No,UrbanCart,NovaMart,3,4,2,3,6,Medium
SURV11485,CUST11485,2025-01-19,Yes,ValueHub,ShopEase,3,3,3,3,6,Medium
SURV11486,CUST11486,2025-07-31,Yes,ShopEase,ShopEase,1,2,1,1,1,Very Low
SURV11487,CUST11487,2025-10-26,Yes,ShopEase,ValueHub,4,4,3,4,7,High
SURV11488,CUST11488,2025-04-17,Yes,ValueHub,MegaMart,3,2,3,3,5,Medium
SURV11489,CUST11489,2025-06-02,Yes,MegaMart,NovaMart,3,3,2,3,5,Medium
SURV11490,CUST11490,2025-05-18,Yes,UrbanCart,ValueHub,3,2,3,3,7,Medium
SURV11491,CUST11491,2025-12-30,Yes,ShopEase,ShopEase,4,3,3,3,6,Medium
SURV11492,CUST11492,2025-06-03,Yes,ShopEase,NovaMart,4,4,3,4,7,High
SURV11493,CUST11493,2025-07-21,Yes,ValueHub,MegaMart,4,3,5,4,9,High
SURV11494,CUST11494,2025-05-13,Yes,MegaMart,UrbanCart,3,2,3,3,5,Medium
SURV11495,CUST11495,2025-09-24,Yes,ShopEase,MegaMart,3,2,3,3,7,Medium
SURV11496,CUST11496,2025-03-05,Yes,MegaMart,ValueHub,1,1,1,1,3,Very Low
SURV11497,CUST11497,2025-11-18,Yes,NovaMart,ValueHub,2,2,2,2,4,Low
SURV11498,CUST11498,2025-03-22,Yes,ShopEase,ShopEase,2,2,1,2,4,Low
SURV11499,CUST11499,2025-10-07,Yes,ValueHub,UrbanCart,5,2,2,3,5,Medium
SURV11500,CUST11500,2025-03-24,Yes,NovaMart,UrbanCart,4,3,3,3,6,Medium
SURV11501,CUST11501,2025-10-05,Yes,NovaMart,NovaMart,4,4,4,4,7,High
SURV11502,CUST11502,2025-06-26,Yes,ShopEase,UrbanCart,3,2,2,2,5,Low
SURV11503,CUST11503,2025-11-10,Yes,ValueHub,ValueHub,4,4,4,4,8,High
SURV11504,CUST11504,2025-06-11,No,UrbanCart,ShopEase,3,4,2,3,5,Medium
SURV11505,CUST11505,2025-06-25,Yes,NovaMart,ShopEase,2,2,2,2,3,Low
SURV11506,CUST11506,2025-01-30,Yes,ShopEase,MegaMart,5,4,5,5,9,Very High
SURV11507,CUST11507,2025-01-15,Yes,ValueHub,ShopEase,4,3,3,3,7,Medium
SURV11508,CUST11508,2025-07-17,Yes,NovaMart,MegaMart,2,2,1,2,4,Low
SURV11509,CUST11509,2025-12-28,Yes,NovaMart,MegaMart,3,3,3,3,5,Medium
SURV11510,CUST11510,2025-02-15,Yes,MegaMart,ValueHub,4,3,2,3,7,Medium
SURV11511,CUST11511,2025-02-09,Yes,MegaMart,NovaMart,4,2,2,3,5,Medium
SURV11512,CUST11512,2025-07-26,Yes,ValueHub,ShopEase,4,3,2,3,6,Medium
SURV11513,CUST11513,2025-01-05,Yes,ShopEase,ShopEase,4,2,2,3,5,Medium
SURV11514,CUST11514,2025-01-26,Yes,ValueHub,UrbanCart,3,2,3,3,5,Medium
SURV11515,CUST11515,2025-04-16,No,UrbanCart,MegaMart,4,3,3,3,5,Medium
SURV11516,CUST11516,2025-03-19,No,UrbanCart,ValueHub,3,3,3,3,7,Medium
SURV11517,CUST11517,2025-12-02,Yes,MegaMart,ShopEase,3,3,3,3,6,Medium
SURV11518,CUST11518,2025-02-14,Yes,MegaMart,ShopEase,2,2,2,2,5,Low
SURV11519,CUST11519,2025-02-06,Yes,ValueHub,UrbanCart,3,3,3,3,6,Medium
SURV11520,CUST11520,2025-06-21,Yes,MegaMart,ShopEase,4,2,3,3,5,Medium
SURV11521,CUST11521,2025-09-15,No,UrbanCart,ValueHub,5,5,4,5,10,Very High
SURV11522,CUST11522,2025-01-29,Yes,UrbanCart,ShopEase,3,2,1,2,3,Low
SURV11523,CUST11523,2025-11-19,Yes,ShopEase,ShopEase,2,1,1,1,1,Very Low
SURV11524,CUST11524,2025-12-17,Yes,UrbanCart,ShopEase,4,4,4,4,7,High
SURV11525,CUST11525,2025-01-08,Yes,NovaMart,ValueHub,3,2,2,2,3,Low
SURV11526,CUST11526,2025-05-04,Yes,ValueHub,UrbanCart,4,4,2,3,5,Medium
SURV11527,CUST11527,2025-04-26,Yes,ShopEase,UrbanCart,3,3,4,3,6,Medium
SURV11528,CUST11528,2025-07-21,Yes,ValueHub,NovaMart,4,3,3,3,5,Medium
SURV11529,CUST11529,2025-10-24,Yes,ValueHub,ShopEase,5,5,4,5,10,Very High
SURV11530,CUST11530,2025-06-29,Yes,NovaMart,UrbanCart,4,3,1,3,5,Medium
SURV11531,CUST11531,2025-07-02,No,MegaMart,UrbanCart,4,4,3,4,7,High
SURV11532,CUST11532,2025-07-18,Yes,ValueHub,MegaMart,4,5,4,4,7,High
SURV11533,CUST11533,2025-06-16,No,MegaMart,MegaMart,3,2,2,2,5,Low
SURV11534,CUST11534,2025-10-08,Yes,UrbanCart,ShopEase,3,3,2,3,7,Medium
SURV11535,CUST11535,2025-12-02,Yes,ShopEase,MegaMart,2,2,3,2,5,Low
SURV11536,CUST11536,2025-11-06,Yes,MegaMart,ShopEase,4,4,4,4,7,High
SURV11537,CUST11537,2025-04-20,Yes,ValueHub,ValueHub,3,3,1,2,5,Low
SURV11538,CUST11538,2025-01-31,Yes,UrbanCart,ValueHub,5,5,4,5,10,Very High
SURV11539,CUST11539,2025-09-27,Yes,MegaMart,MegaMart,2,1,1,1,2,Very Low
SURV11540,CUST11540,2025-03-25,Yes,NovaMart,NovaMart,5,5,4,5,10,Very High
SURV11541,CUST11541,2025-04-10,Yes,UrbanCart,MegaMart,3,2,3,3,6,Medium
SURV11542,CUST11542,2025-07-08,Yes,UrbanCart,ValueHub,2,2,1,2,5,Low
SURV11543,CUST11543,2025-10-27,Yes,ValueHub,ShopEase,2,1,1,1,2,Very Low
SURV11544,CUST11544,2025-12-06,Yes,NovaMart,MegaMart,3,2,2,2,3,Low
SURV11545,CUST11545,2025-12-02,Yes,MegaMart,ShopEase,2,2,1,2,4,Low
SURV11546,CUST11546,2025-03-25,No,NovaMart,MegaMart,4,3,3,3,6,Medium
SURV11547,CUST11547,2025-03-04,Yes,UrbanCart,ValueHub,4,4,4,4,7,High
SURV11548,CUST11548,2025-09-01,Yes,NovaMart,UrbanCart,3,2,2,2,3,Low
SURV11549,CUST11549,2025-05-09,Yes,MegaMart,MegaMart,3,2,2,2,4,Low
SURV11550,CUST11550,2025-05-07,Yes,NovaMart,UrbanCart,4,2,2,3,6,Medium
SURV11551,CUST11551,2025-11-23,No,UrbanCart,UrbanCart,3,2,2,2,3,Low
SURV11552,CUST11552,2025-11-07,Yes,NovaMart,ValueHub,1,1,1,1,2,Very Low
SURV11553,CUST11553,2025-10-24,Yes,NovaMart,MegaMart,3,2,2,2,3,Low
SURV11554,CUST11554,2025-06-19,Yes,MegaMart,ValueHub,4,3,4,4,9,High
SURV11555,CUST11555,2025-07-30,Yes,ShopEase,UrbanCart,4,5,5,5,10,Very High
SURV11556,CUST11556,2025-09-08,Yes,MegaMart,ShopEase,5,4,3,4,9,High
SURV11557,CUST11557,2025-05-20,Yes,ShopEase,NovaMart,4,4,3,4,9,High
SURV11558,CUST11558,2025-06-20,Yes,MegaMart,MegaMart,4,3,3,3,6,Medium
SURV11559,CUST11559,2025-12-02,Yes,UrbanCart,ShopEase,1,1,1,1,2,Very Low
SURV11560,CUST11560,2025-01-08,Yes,UrbanCart,MegaMart,2,3,2,2,3,Low
SURV11561,CUST11561,2025-10-21,Yes,UrbanCart,ShopEase,4,4,3,4,8,High
SURV11562,CUST11562,2025-07-14,Yes,NovaMart,MegaMart,2,3,1,2,4,Low
SURV11563,CUST11563,2025-07-29,Yes,NovaMart,NovaMart,3,2,1,2,4,Low
SURV11564,CUST11564,2025-03-13,Yes,ShopEase,MegaMart,3,4,4,4,9,High
SURV11565,CUST11565,2025-12-15,Yes,ValueHub,MegaMart,4,5,5,5,10,Very High
SURV11566,CUST11566,2025-11-04,Yes,ValueHub,ShopEase,3,3,3,3,7,Medium
SURV11567,CUST11567,2025-07-26,Yes,NovaMart,NovaMart,3,2,3,3,5,Medium
SURV11568,CUST11568,2025-12-18,Yes,UrbanCart,NovaMart,4,5,4,4,7,High
SURV11569,CUST11569,2025-09-07,Yes,ValueHub,UrbanCart,3,1,1,2,3,Low
SURV11570,CUST11570,2025-10-27,Yes,MegaMart,MegaMart,3,2,2,2,5,Low
SURV11571,CUST11571,2025-01-20,Yes,ShopEase,MegaMart,4,4,3,4,8,High
SURV11572,CUST11572,2025-04-21,Yes,UrbanCart,ShopEase,5,3,5,4,7,High
SURV11573,CUST11573,2025-04-04,No,NovaMart,MegaMart,4,3,3,3,5,Medium
SURV11574,CUST11574,2025-09-27,Yes,MegaMart,NovaMart,2,2,2,2,4,Low
SURV11575,CUST11575,2025-04-02,Yes,ShopEase,ValueHub,3,3,3,3,6,Medium
SURV11576,CUST11576,2025-06-03,Yes,ShopEase,NovaMart,2,1,1,1,3,Very Low
SURV11577,CUST11577,2025-07-26,Yes,NovaMart,UrbanCart,1,1,1,1,1,Very Low
SURV11578,CUST11578,2025-07-15,Yes,UrbanCart,UrbanCart,3,3,3,3,5,Medium
SURV11579,CUST11579,2025-09-25,Yes,ValueHub,MegaMart,3,4,3,3,5,Medium
SURV11580,CUST11580,2025-02-15,Yes,ShopEase,UrbanCart,4,5,3,4,7,High
SURV11581,CUST11581,2025-06-02,Yes,NovaMart,ValueHub,3,2,3,3,6,Medium
SURV11582,CUST11582,2025-08-22,Yes,ShopEase,MegaMart,3,3,2,3,5,Medium
SURV11583,CUST11583,2025-04-08,Yes,ShopEase,NovaMart,4,4,3,4,9,High
SURV11584,CUST11584,2025-11-29,Yes,ShopEase,ShopEase,4,2,2,3,5,Medium
SURV11585,CUST11585,2025-05-02,No,NovaMart,ValueHub,5,3,3,4,9,High
SURV11586,CUST11586,2025-11-08,Yes,ShopEase,ValueHub,3,3,2,3,7,Medium
SURV11587,CUST11587,2025-09-14,No,UrbanCart,NovaMart,4,3,3,3,7,Medium
SURV11588,CUST11588,2025-04-10,Yes,ShopEase,NovaMart,4,4,2,3,5,Medium
SURV11589,CUST11589,2025-11-07,No,MegaMart,UrbanCart,4,4,3,4,9,High
SURV11590,CUST11590,2025-12-08,Yes,ValueHub,NovaMart,3,3,2,3,7,Medium
SURV11591,CUST11591,2025-10-18,Yes,ValueHub,UrbanCart,3,2,2,2,3,Low
SURV11592,CUST11592,2025-03-06,Yes,NovaMart,ShopEase,3,2,2,2,3,Low
SURV11593,CUST11593,2025-03-20,No,ShopEase,NovaMart,2,2,1,2,5,Low
SURV11594,CUST11594,2025-04-10,Yes,ShopEase,ValueHub,4,4,4,4,9,High
SURV11595,CUST11595,2025-11-03,Yes,NovaMart,ValueHub,4,4,4,4,8,High
SURV11596,CUST11596,2025-08-18,Yes,ValueHub,ShopEase,3,3,2,3,5,Medium
SURV11597,CUST11597,2025-07-14,Yes,UrbanCart,ValueHub,3,3,2,3,7,Medium
SURV11598,CUST11598,2025-11-24,No,ValueHub,NovaMart,3,3,1,2,4,Low
SURV11599,CUST11599,2025-03-14,Yes,UrbanCart,MegaMart,3,4,2,3,6,Medium
SURV11600,CUST11600,2025-09-29,Yes,ShopEase,UrbanCart,4,3,3,3,6,Medium
SURV11601,CUST11601,2025-09-25,Yes,NovaMart,ValueHub,4,2,2,3,6,Medium
SURV11602,CUST11602,2025-12-08,Yes,UrbanCart,MegaMart,2,1,1,1,3,Very Low
SURV11603,CUST11603,2025-11-26,No,ValueHub,MegaMart,2,1,1,1,1,Very Low
SURV11604,CUST11604,2025-04-01,Yes,UrbanCart,UrbanCart,5,3,3,4,9,High
SURV11605,CUST11605,2025-10-01,No,NovaMart,ShopEase,4,4,3,4,7,High
SURV11606,CUST11606,2025-06-10,Yes,NovaMart,ValueHub,1,1,1,1,1,Very Low
SURV11607,CUST11607,2025-11-06,Yes,ShopEase,MegaMart,3,2,3,3,6,Medium
SURV11608,CUST11608,2025-11-20,No,ValueHub,MegaMart,2,2,2,2,5,Low
SURV11609,CUST11609,2025-01-05,Yes,ShopEase,NovaMart,2,4,3,3,7,Medium
SURV11610,CUST11610,2025-02-26,Yes,MegaMart,ShopEase,1,1,1,1,1,Very Low
SURV11611,CUST11611,2025-07-12,Yes,NovaMart,ValueHub,3,3,2,3,5,Medium
SURV11612,CUST11612,2025-10-16,Yes,ValueHub,NovaMart,3,3,2,3,7,Medium
SURV11613,CUST11613,2025-06-02,Yes,ValueHub,MegaMart,4,5,3,4,9,High
SURV11614,CUST11614,2025-10-22,Yes,ValueHub,NovaMart,4,3,3,3,5,Medium
SURV11615,CUST11615,2025-07-11,Yes,NovaMart,ShopEase,4,3,3,3,6,Medium
SURV11616,CUST11616,2025-07-24,Yes,MegaMart,MegaMart,2,1,2,2,5,Low
SURV11617,CUST11617,2025-11-02,No,ValueHub,ShopEase,4,3,3,3,5,Medium
SURV11618,CUST11618,2025-07-07,Yes,ValueHub,ShopEase,4,4,4,4,7,High
SURV11619,CUST11619,2025-12-22,Yes,ShopEase,NovaMart,2,1,1,1,3,Very Low
SURV11620,CUST11620,2025-05-22,Yes,ShopEase,MegaMart,4,2,2,3,5,Medium
SURV11621,CUST11621,2025-11-23,No,ShopEase,NovaMart,4,4,5,4,8,High
SURV11622,CUST11622,2025-06-07,Yes,MegaMart,NovaMart,4,5,4,4,8,High
SURV11623,CUST11623,2025-11-28,Yes,NovaMart,MegaMart,4,4,5,4,8,High
SURV11624,CUST11624,2025-10-15,Yes,ShopEase,NovaMart,2,1,1,1,2,Very Low
SURV11625,CUST11625,2025-01-03,Yes,UrbanCart,ShopEase,5,3,3,4,8,High
SURV11626,CUST11626,2025-02-18,No,NovaMart,UrbanCart,5,4,4,4,8,High
SURV11627,CUST11627,2025-07-07,Yes,MegaMart,NovaMart,2,2,2,2,4,Low
SURV11628,CUST11628,2025-11-15,Yes,MegaMart,ShopEase,5,5,4,5,10,Very High
SURV11629,CUST11629,2025-01-27,Yes,NovaMart,NovaMart,5,4,5,5,10,Very High
SURV11630,CUST11630,2025-02-25,Yes,UrbanCart,MegaMart,4,3,4,4,8,High
SURV11631,CUST11631,2025-09-26,Yes,ShopEase,UrbanCart,4,4,2,3,6,Medium
